,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
36,2022-00032410,2/24/2022,9:00,"Easton, Easton Hall at 3917 Denton Service Ln",5/5/2022,15:39,Lost Property,CBE
38,2022-00032509,5/6/2022,0:29,Baltimore Ave,5/6/2022,0:29,DWI/DUI,Arrest
40,2022-00032550,5/6/2022,2:57,University Blvd,5/6/2022,2:57,DWI/DUI,Arrest
42,2022-00032555,5/6/2022,3:35,7400 block of Baltimore Ave,5/6/2022,3:35,Assist Other Agency / Weapon Violation,CBE
44,2022-00032575,5/5/2022,16:00,"79, Turner Hall, Visitor Center at 7736 Baltimore Ave",5/6/2022,7:40,Vandalism,Investigation Pending
46,2022-00032684,5/5/2022,20:00,"4, Ritchie Coliseum at 7675 Baltimore Ave",5/6/2022,16:06,Theft,Investigation Pending
48,2022-00032690,7/1/2021,8:00,Adelphi Road Office Annex at 8765 Adelphi Rd,5/6/2022,16:22,Burglary,Investigation Pending
50,2022-00032892,5/7/2022,2:41,McKeldin Mall,5/7/2022,2:41,Injured/Sick Person,CBE
52,2022-00032958,5/7/2022,4:05,7500 block of Hopkins Ave,5/7/2022,11:39,Assist Other Agency / Suspicous Person/Auto,CBE
54,2022-00033050,5/7/2022,21:00,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",5/7/2022,21:38,Injured/Sick Person,CBE
56,2022-00033057,5/7/2022,21:56,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801 Alumni Dr",5/7/2022,21:56,Injured/Sick Person,CBE
58,2022-00033103,5/8/2022,0:23,Lot R3,5/8/2022,0:27,Injured/Sick Person,CBE
60,2022-00033143,4/8/2022,3:00,"Oakland, Oakland Hall at 3912 Denton Service Ln",5/8/2022,4:11,Suspicious Activity,Active/Pending
62,2022-00033172,5/8/2022,9:23,7600 block of Mowatt Ln,5/8/2022,11:09,Damage to State Property,Active/Pending
64,2022-00033387,5/9/2022,1:15,"City of CP Garage, College Park Garage, CP Garage at Knox Rd",5/9/2022,1:30,Injured/Sick Person,CBE
66,2022-00033397,5/9/2022,2:30,"3, Service Building at 7757 Baltimore Ave",5/9/2022,2:39,Suspicious Person/Auto,CBE
68,2022-00033512,5/8/2022,16:30,"38, Lefrak, Lefrak Hall at 7251 Preinkert Dr",5/9/2022,12:08,Theft,Unfounded
70,2022-00033551,5/8/2022,20:00,"88, Martin Hall at 4298 Campus Dr",5/9/2022,15:09,Theft,Active/Pending
72,2022-00033555,5/8/2022,1:00,"64, Dorchester, Dorchester Hall at 3947 Campus Dr",5/9/2022,15:32,Theft,Warrant Issued
74,2022-00033557,5/5/2022,14:00,"Hornbake, Hornbake Library at 4130 Campus Dr",5/9/2022,15:45,Other Incident,CBE
76,2022-00033610,5/9/2022,20:42,"Recreation Artificial Turf Field, Turf Field, Turf Fields",5/9/2022,20:42,Injured/Sick Person,CBE
78,2022-00033800,5/10/2022,10:00,"E. A. Fernandez Idea Factory, Idea Factory at 4462 Stadium Dr",5/10/2022,10:32,Damage to State Property,CBE
80,2022-00033888,5/9/2022,0:00,"Hornbake Mall, Hornbake Plaza",5/10/2022,18:07,Theft,Investigation Pending
82,2022-00033932,5/10/2022,15:20,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",5/10/2022,20:09,Theft,Warrant Issued
84,2022-00033976,5/10/2022,22:50,Lot W,5/10/2022,22:55,Accident - Departmental,CBE
86,2022-00034011,5/11/2022,1:00,Paint Branch Dr,5/11/2022,1:00,DWI/DUI,Arrest
88,2022-00034041,5/10/2022,17:00,McKeldin Mall,5/11/2022,7:13,Vandalism,Active/Pending
90,2022-00034094,5/10/2022,12:00,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 7898 Championship Ln",5/11/2022,10:43,Trespassing,CBE
92,2022-00034098,5/4/2022,8:00,"Ellicott, Ellicott Hall at 4052 Stadium Dr",5/11/2022,11:43,Theft,Active/Pending
94,2022-00034130,5/5/2022,6:00,8100 block of Paint Branch Dr,5/11/2022,15:04,Theft,Investigation Pending
96,2022-00034389,5/11/2022,17:00,McKeldin Mall,5/12/2022,9:46,Vandalism,Investigation Pending
98,2022-00034428,5/12/2022,14:54,Baltimore Ave,5/12/2022,14:54,CDS Violation,Arrest
100,2022-00034502,5/12/2022,20:15,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln",5/12/2022,20:15,Emergency Petition,CBE
102,2022-00034774,5/3/2022,5:58,3100 block of Hamilton St,5/13/2022,15:53,Fraud,Investigation Pending
104,2022-00034946,5/13/2022,23:15,"Atlantic Building, Computer & Space Sciences Building at 4254 Stadium Dr",5/13/2022,23:15,Injured/Sick Person,CBE
106,2022-00035014,5/14/2022,3:37,Baltimore Ave,5/14/2022,3:37,Warrant/Summons Service,Arrest
108,2022-00035155,4/5/2022,6:00,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",5/14/2022,18:53,Theft,Active/Pending
110,2022-00035248,5/15/2022,0:39,Yale Ave,5/15/2022,0:39,Alcohol Violation,Arrest
112,2022-00035273,5/15/2022,3:30,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",5/15/2022,3:39,Assist Other Agency / Indecent Exposure,CBE
114,2022-00035322,5/12/2022,10:00,Maryland Stadium Concessions 4 at 8239 Fieldhouse Dr,5/15/2022,10:18,Burglary,Active/Pending
116,2022-00035323,5/15/2022,7:10,"35, McKeldin Library at 7649 Library Ln",5/15/2022,10:35,Injured/Sick Person,CBE
118,2022-00035400,5/15/2022,20:30,"35, McKeldin Library at 7649 Library Ln",5/15/2022,21:07,Suspicious Activity,Active/Pending
120,2022-00035484,5/12/2022,22:00,Lot 3,5/16/2022,8:31,Theft,Investigation Pending
122,2022-00035506,5/16/2022,0:00,3400 block of Tulane Dr,5/16/2022,11:25,Theft,Investigation Pending
124,2022-00035525,5/15/2022,15:50,"Easton, Easton Hall at 3917 Denton Service Ln",5/16/2022,13:23,Theft,Arrest
126,2022-00035542,5/15/2022,20:30,"Oakland, Oakland Hall at 3912 Denton Service Ln",5/16/2022,15:56,Theft,Active/Pending
128,2022-00035711,5/17/2022,6:10,I-70 / I-97,5/17/2022,6:52,Dept Property Damage/Loss,CBE
130,2022-00035742,5/17/2022,10:07,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln",5/17/2022,10:07,Damage to State Property,CBE
132,2022-00035778,5/17/2022,15:44,3900 block of Denton Service Ln,5/17/2022,15:44,CDS Violation,Arrest
134,2022-00035781,5/17/2022,16:22,Allegany Alley,5/17/2022,16:22,Dept Property Damage/Loss,CBE
136,2022-00035787,5/17/2022,15:00,7600 block of Regents Dr,5/17/2022,17:30,Telephone/EMail Misuse,CBE
138,2022-00036041,5/17/2022,23:00,"Ellicott, Ellicott Hall at 4052 Stadium Dr",5/18/2022,11:41,Vandalism,Investigation Pending
140,2022-00036056,5/17/2022,13:30,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",5/18/2022,13:42,Theft,Unfounded
142,2022-00036154,5/18/2022,20:41,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",5/18/2022,20:42,Injured/Sick Person,CBE
144,2022-00036191,5/18/2022,22:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",5/18/2022,22:14,Vandalism,Active/Pending
146,2022-00036388,5/19/2022,14:09,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",5/19/2022,14:58,Suspicious Activity,CBE
148,2022-00036421,5/19/2022,18:00,7200 block of Baltimore Ave,5/19/2022,18:38,Warrant/Summons Service,CBE
150,2022-00036429,5/19/2022,7:15,Greenbelt Rd,5/19/2022,20:18,Dept Property Damage/Loss,CBE
152,2022-00036461,5/19/2022,23:13,University Courtyard #7 at 8700 Boteler Ln,5/19/2022,23:13,Emergency Petition,Summons Issued
154,2022-00036671,5/20/2022,15:00,"Riggs, Riggs Alumni, Riggs Alumni Center at 7801 Alumni Dr",5/20/2022,17:12,Theft,Investigation Pending
156,2022-00036887,5/21/2022,13:29,Campus Dr,5/21/2022,13:29,DWI/DUI,Arrest
158,2022-00036896,5/21/2022,15:20,UMGC Inn & Conference Center at 345 Ehrensberger Dr,5/21/2022,15:20,Assault,CBE
160,2022-00037004,5/21/2022,22:36,Metzerott Rd,5/21/2022,22:36,Trespassing,CBE
162,2022-00037029,5/22/2022,1:24,7500 block of Dartmouth Ave,5/22/2022,1:24,Injured/Sick Person,CBE
164,2022-00037158,5/20/2022,19:00,Lot 3,5/22/2022,11:13,Vandalism,Investigation Pending
166,2022-00037168,5/22/2022,8:00,8300 block of Boteler Ln,5/22/2022,12:07,Injured/Sick Person,CBE
168,2022-00037180,5/22/2022,8:00,4200 block of Lehigh Rd,5/22/2022,13:07,Theft,Investigation Pending
170,2022-00037228,5/20/2022,7:00,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",5/22/2022,17:46,Vandalism,Active/Pending
172,2022-00037325,5/23/2022,0:30,University Blvd,5/23/2022,0:30,DWI/DUI,Arrest
174,2022-00037420,5/23/2022,10:30,Health Center at 3983 Campus Dr,5/23/2022,11:16,Theft,Arrest
176,2022-00037825,5/24/2022,16:05,3700 block of Campus Dr,5/24/2022,16:16,Assist Other Agency / Other,CBE
178,2022-00037872,5/24/2022,20:10,4200 block of Stadium Dr,5/24/2022,20:12,Burglary,Active/Pending
180,2022-00037938,5/24/2022,23:27,Baltimore Ave,5/24/2022,23:27,CDS Violation,Arrest
182,2022-00037990,5/25/2022,4:40,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",5/25/2022,4:40,Suspicious Person/Auto,CBE
184,2022-00038090,5/25/2022,11:04,8100 block of Baltimore Ave,5/25/2022,11:04,Suspicious Activity,CBE
186,2022-00038386,5/26/2022,10:45,Baltimore Ave,5/26/2022,10:45,CDS Violation,Arrest
188,2022-00038421,4/28/2022,12:00,4200 block of Chapel Ln,5/26/2022,14:38,Harassment/Stalking (Title IX Related),CBE
190,2022-00038463,5/26/2022,17:29,Baltimore Ave,5/26/2022,17:29,CDS Violation,Arrest
192,2022-00038496,5/26/2022,12:15,Lot 1b,5/26/2022,20:13,Vandalism,Active/Pending
194,2022-00038700,5/27/2022,15:20,Health Center at 3983 Campus Dr,5/27/2022,15:20,Emergency Petition,CBE
196,2022-00038975,5/28/2022,11:35,4600 block of Rossborough Ln,5/28/2022,11:35,Check on the Welfare,CBE
198,2022-00039414,5/29/2022,23:39,University Blvd,5/29/2022,23:39,DWI/DUI,Arrest
200,2022-00039690,5/31/2022,0:56,Baltimore Ave,5/31/2022,0:56,DWI/DUI,Arrest
202,2022-00039790,4/12/2022,16:15,"Litton, Police Services & Training Facility at 7147 51st Ave",5/31/2022,10:53,Injured Officer,CBE
0,2022-00040040,6/1/2022,0:45,Baltimore Ave,6/1/2022,0:45,CDS Violation,Arrest
2,2022-00040041,6/1/2022,1:23,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",6/1/2022,1:23,DWI/DUI,Arrest
4,2022-00040057,6/1/2022,3:55,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",6/1/2022,3:55,Check on the Welfare,CBE
6,2022-00040142,6/1/2022,11:51,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",6/1/2022,11:51,Suspicious Person/Auto,CBE
8,2022-00040364,6/2/2022,0:19,9000 block of Baltimore Ave,6/2/2022,0:19,Warrant/Summons Service,CBE
10,2022-00040457,6/2/2022,9:26,Paint Branch Gate at 8966 Paint Branch Dr,6/2/2022,9:26,Recovered Stolen Property,Arrest
12,2022-00040723,6/3/2022,2:35,Knox Rd,6/3/2022,2:35,DWI/DUI,Arrest
14,2022-00040832,6/3/2022,14:13,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",6/3/2022,14:13,Recovered Stolen Motor Vehicle,Juvenile Arrest
16,2022-00040834,6/3/2022,14:27,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",6/3/2022,14:27,Resisting Arrest,Arrest
18,2022-00041026,6/4/2022,2:49,Baltimore Ave,6/4/2022,2:49,DWI/DUI,Arrest
20,2022-00041065,6/4/2022,11:32,"76, Symons Hall at 7998 Regents Dr",6/4/2022,11:32,Hazardous Condition,CBE
22,2022-00041172,6/4/2022,21:00,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd",6/4/2022,21:07,Injured/Sick Person,CBE
24,2022-00041176,6/4/2022,21:47,"Club House, Golf Course Club House at 3800 Golf Course Rd",6/4/2022,21:47,Damage to State Property,CBE
26,2022-00041258,6/5/2022,9:05,3500 block of University Blvd,6/5/2022,9:49,Disorderly Conduct,Active/Pending
28,2022-00041324,6/5/2022,13:50,280 at 4326 Rowalt Dr,6/5/2022,16:06,Theft,CBE
30,2022-00041346,6/5/2022,18:21,Frat Row,6/5/2022,18:21,Suspicious Person/Auto,Arrest
32,2022-00041569,6/6/2022,8:30,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",6/6/2022,12:07,Theft,CBE
34,2022-00041572,6/3/2022,8:00,"Architecture, Architecture Building at 3835 Campus Dr",6/6/2022,12:14,Vandalism,CBE
36,2022-00041573,6/6/2022,12:20,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",6/6/2022,12:20,Warrant/Summons Service,Arrest
38,2022-00041641,6/6/2022,21:36,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center, Jones-Hill House at 4090 Union Dr",6/6/2022,21:36,Suspicious Person/Auto,CBE
40,2022-00041883,6/7/2022,19:38,UMGC Inn & Conference Center at 345 Ehrensberger Dr,6/7/2022,19:38,Suspicious Activity,CBE
42,2022-00042065,6/8/2022,14:00,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",6/8/2022,14:10,Warrant/Summons Service,CBE
44,2022-00042298,6/9/2022,8:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",6/9/2022,8:16,Other Incident,CBE
46,2022-00042485,6/9/2022,22:36,Hotel Dr,6/9/2022,22:36,Warrant/Summons Service,Arrest
48,2022-00042868,6/10/2022,7:50,Lot N9,6/10/2022,18:27,Vandalism,Juvenile Arrest
50,2022-00042875,6/10/2022,17:22,8200 block of Boteler Ln,6/10/2022,19:02,Identity Theft,Active/Pending
52,2022-00042992,6/11/2022,1:15,Knox Rd,6/11/2022,1:47,Injured/Sick Person,CBE
54,2022-00043014,6/11/2022,2:00,4300 block of Hartwick Rd,6/11/2022,2:19,Assist Other Agency / Other,Active/Pending
56,2022-00043175,6/11/2022,21:00,"11, The Hall at 4656 Hotel Dr",6/11/2022,21:35,Hate Bias Incident,Investigation Pending
58,2022-00043453,6/12/2022,21:53,Campus Dr,6/12/2022,21:53,DWI/DUI,Arrest
60,2022-00043471,6/12/2022,23:46,Metzerott Rd,6/12/2022,23:46,DWI/DUI,Arrest
62,2022-00043542,6/13/2022,6:00,4300 block of Rowalt Dr,6/13/2022,6:22,Injured/Sick Person,CBE
64,2022-00043620,6/11/2022,18:00,"Leonardtown #245, Leonardtown at 4689 Rossborough Ln",6/13/2022,11:37,Theft,Investigation Pending
66,2022-00043785,6/13/2022,16:00,Kim Engineering Building at 8228 Paint Branch Dr,6/13/2022,20:12,Theft,Investigation Pending
68,2022-00043822,6/13/2022,22:50,University Blvd,6/13/2022,22:50,CDS Violation,Arrest
70,2022-00044059,6/14/2022,22:06,Lot 11b,6/14/2022,22:06,Injured/Sick Person,CBE
72,2022-00044269,6/15/2022,18:08,"35, McKeldin Library at 7649 Library Ln",6/15/2022,18:08,Suspicious Activity,CBE
74,2022-00044460,6/16/2022,12:15,5800 block of University Research Ct,6/16/2022,13:51,Other Incident,CBE
76,2022-00044732,6/17/2022,8:15,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",6/17/2022,8:15,Other Incident,CBE
78,2022-00044761,5/18/2022,11:39,14000 block of Twig Rd,6/17/2022,14:28,Assist Other Agency / Sex Offense,Active/Pending
80,2022-00045173,6/19/2022,1:30,Baltimore Ave,6/19/2022,1:30,CDS Violation,Arrest
82,2022-00045185,6/19/2022,3:14,Baltimore Ave,6/19/2022,3:14,DWI/DUI,Arrest
84,2022-00045424,6/20/2022,3:01,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",6/20/2022,3:01,Warrant/Summons Service,Arrest
86,2022-00046035,6/13/2022,16:00,UMGC Inn & Conference Center at 345 Ehrensberger Dr,6/22/2022,13:55,Theft,Arrest
88,2022-00046270,6/23/2022,13:21,8200 block of Boteler Ln,6/23/2022,13:21,CDS Violation,CBE
90,2022-00046316,6/17/2022,16:00,Kim Engineering Building at 8228 Paint Branch Dr,6/23/2022,19:12,Theft,Investigation Pending
92,2022-00046519,6/24/2022,7:40,8100 block of Boteler Ln,6/24/2022,7:42,Injured/Sick Person,CBE
94,2022-00046621,6/22/2022,0:00,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",6/24/2022,15:13,Dept Property Damage/Loss,CBE
96,2022-00046631,6/24/2022,15:00,"President's Residence, University House at 8150 Presidential Dr",6/24/2022,16:23,Damage to State Property,CBE
98,2022-00046646,6/24/2022,17:38,7200 block of Baltimore Ave,6/24/2022,17:42,Assist Other Agency / Robbery,CBE
100,2022-00046665,6/24/2022,20:44,Union Ln,6/24/2022,20:44,Injured/Sick Person,CBE
102,2022-00046672,6/24/2022,9:00,7700 block of Adelphi Rd,6/24/2022,21:44,Other Incident,CBE
104,2022-00046799,5/10/2022,13:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",6/25/2022,11:42,Theft,Investigation Pending
106,2022-00046967,6/26/2022,2:02,University Blvd,6/26/2022,2:08,DWI/DUI,Arrest
108,2022-00047192,6/26/2022,23:29,Greenbelt Rd,6/26/2022,23:29,DWI/DUI,Arrest
110,2022-00047196,6/26/2022,23:55,"Frat 5, Phi Kappa Tau Fraternity at 5 Fraternity Row",6/26/2022,23:55,Other Incident,CBE
112,2022-00047316,6/26/2022,12:00,"91, Chemistry, Chemistry Building at 8051 Regents Dr",6/27/2022,9:21,Theft,Investigation Pending
114,2022-00047361,6/24/2022,17:00,8100 block of Baltimore Ave,6/27/2022,15:45,Dept Property Damage/Loss,CBE
116,2022-00047667,6/28/2022,18:08,University Blvd,6/28/2022,18:08,Injured/Sick Person,CBE
118,2022-00047768,6/29/2022,4:39,Adelphi Rd,6/29/2022,4:39,DWI/DUI,Arrest
120,2022-00047808,6/29/2022,9:24,UMGC Inn & Conference Center at 345 Ehrensberger Dr,6/29/2022,9:24,Other Incident,CBE
122,2022-00048084,6/30/2022,14:54,4600 block of Rossborough Ln,6/30/2022,14:54,Injured/Sick Person,CBE
0,2022-00048201,7/1/2022,0:26,University Blvd,7/1/2022,0:26,DWI/DUI,Arrest
2,2022-00048217,7/1/2022,2:27,Baltimore Ave,7/1/2022,2:27,CDS Violation,Summons Issued
4,2022-00048551,7/2/2022,13:01,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",7/2/2022,13:01,Burglary,Warrant Issued
6,2022-00048719,7/3/2022,1:27,Campus Dr,7/3/2022,1:27,DWI/DUI,Arrest
8,2022-00048931,7/3/2022,23:00,Campus Dr,7/3/2022,23:00,DWI/DUI,Arrest
10,2022-00048934,7/3/2022,23:10,Baltimore Ave,7/3/2022,23:10,DWI/DUI,Arrest
12,2022-00048952,7/4/2022,0:42,Testudo Way,7/4/2022,0:42,DWI/DUI,Arrest
14,2022-00048953,7/4/2022,1:00,Baltimore Ave,7/4/2022,1:00,DWI/DUI,Active/Pending
16,2022-00049392,7/5/2022,14:32,"77, Main Admin, Main Administration Building, Thomas V. Miller Jr. Administration Building at 7901 Regents Dr",7/5/2022,14:32,Injured/Sick Person,CBE
18,2022-00049472,7/5/2022,21:28,"Oakland, Oakland Hall at 3912 Denton Service Ln",7/5/2022,21:28,Injured/Sick Person,CBE
20,2022-00049771,7/6/2022,19:40,"Capital One Field, Capital One Field at Maryland Stadium, Maryland Stadium, Stadium",7/6/2022,19:42,Threat Assessment,Investigation Pending
22,2022-00049891,7/7/2022,3:18,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",7/7/2022,5:21,Theft from Auto,Investigation Pending
24,2022-00049948,7/7/2022,12:00,"Football Team House, Gossett, Gossett Football Team House at 4068 Fieldhouse Dr",7/7/2022,12:28,Injured/Sick Person,CBE
26,2022-00049981,7/6/2022,18:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",7/7/2022,14:13,Other Incident,Unfounded
28,2022-00050151,7/8/2022,1:09,Baltimore Ave,7/8/2022,1:09,DWI/DUI,Arrest
30,2022-00050436,7/9/2022,2:50,Baltimore Ave,7/9/2022,2:50,DWI/DUI,Arrest
32,2022-00050437,7/9/2022,2:58,Baltimore Ave,7/9/2022,2:58,Injured/Sick Person,CBE
34,2022-00050544,7/9/2022,18:29,8300 block of Baltimore Ave,7/9/2022,18:29,Trespassing,Summons Issued
36,2022-00050597,7/10/2022,1:09,Baltimore Ave,7/10/2022,1:09,DWI/DUI,Arrest
38,2022-00050614,7/10/2022,2:08,University Blvd,7/10/2022,2:08,DWI/DUI,Arrest
40,2022-00050623,7/10/2022,3:08,4300 block of Hartwick Rd,7/10/2022,3:08,Assist Other Agency / Suspicous Person/Auto,CBE
42,2022-00050689,7/8/2022,7:00,Varsity Sports Teamhouse at 4117 Stadium Dr,7/10/2022,14:50,Vandalism,Active/Pending
44,2022-00051142,7/11/2022,18:42,University Courtyard #3 at 8300 Boteler Ln,7/11/2022,18:42,Emergency Petition,CBE
46,2022-00051236,7/12/2022,2:10,Lot H,7/12/2022,2:10,DWI/DUI,Arrest
48,2022-00051437,7/12/2022,14:00,Lot 1b,7/12/2022,18:57,Damaged Property,CBE
50,2022-00051455,7/12/2022,22:20,"Oakland, Oakland Hall at 3912 Denton Service Ln",7/12/2022,22:20,Injured/Sick Person,CBE
52,2022-00051573,7/13/2022,8:16,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",7/13/2022,8:21,Injured/Sick Person,CBE
54,2022-00051835,7/14/2022,0:10,4600 block of Rossborough Ln,7/14/2022,0:10,CDS Violation,CBE
56,2022-00051962,7/12/2022,12:00,"Seneca Building, UC Center, University Centre at 4716 Pontiac St",7/14/2022,11:54,Damage to State Property,CBE
58,2022-00051999,7/14/2022,14:45,"88, Martin Hall at 4298 Campus Dr",7/14/2022,14:58,Indecent Exposure,Arrest
60,2022-00052002,7/14/2022,15:43,Lot N4,7/14/2022,15:43,Injured/Sick Person,CBE
62,2022-00052011,12/9/2021,0:00,"Applied Research Lab for Intelligence and Security, ARLIS, CASL, Center for the Advanced Study of Language at 7005 52nd Ave",7/14/2022,16:32,Assist Other Agency / Other,Active/Pending
64,2022-00052039,7/14/2022,20:59,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",7/14/2022,20:59,Injured/Sick Person,CBE
66,2022-00052092,7/14/2022,23:18,Baltimore Ave,7/14/2022,23:18,CDS Violation,Arrest
68,2022-00052093,7/14/2022,23:21,Stadium Dr,7/14/2022,23:21,Traffic Offense,CBE
70,2022-00052140,7/15/2022,1:36,Campus Dr,7/15/2022,1:36,CDS Violation,CBE
72,2022-00052394,7/15/2022,22:20,Baltimore Ave,7/15/2022,22:20,DWI/DUI,Arrest
74,2022-00052715,7/17/2022,1:55,Melbourne Pl,7/17/2022,1:55,DWI/DUI,Arrest
76,2022-00052754,7/17/2022,9:03,6700 block of Baltimore Ave,7/17/2022,9:03,Assist Other Agency / Other,CBE
78,2022-00053025,7/11/2022,8:00,"73, H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr",7/18/2022,9:57,Theft,Investigation Pending
80,2022-00053037,7/15/2022,17:00,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",7/18/2022,10:43,Vandalism,Investigation Pending
82,2022-00053062,6/30/2022,8:00,"35, McKeldin Library at 7649 Library Ln",7/18/2022,12:51,Vandalism,Investigation Pending
84,2022-00053129,7/18/2022,17:13,West Gate at 3841 Stadium Dr,7/18/2022,17:13,Recovered Stolen Property,CBE
86,2022-00053209,7/19/2022,1:22,Baltimore Ave,7/19/2022,1:22,CDS Violation,Arrest
88,2022-00053210,7/18/2022,23:50,4700 block of Berwyn House Rd,7/19/2022,1:54,Assist Other Agency (Title IX Related) / Title IX Incident Non Criminal,CBE
90,2022-00053333,7/19/2022,18:32,"26, South Campus Dining Hall at 7093 Preinkert Dr",7/19/2022,18:32,Injured/Sick Person,CBE
92,2022-00053358,7/19/2022,20:38,University Blvd,7/19/2022,20:38,Emergency Petition,CBE
94,2022-00053384,7/20/2022,1:48,University Blvd,7/20/2022,1:48,DWI/DUI,Arrest
96,2022-00053473,7/17/2022,19:45,"Leonardtown #244, Leonardtown at 4673 Rossborough Ln",7/20/2022,15:16,Theft,Investigation Pending
98,2022-00053565,7/20/2022,22:34,"11, The Hall at 4656 Hotel Dr",7/20/2022,22:34,Injured/Sick Person,CBE
100,2022-00053628,7/21/2022,8:48,4500 block of College Ave,7/21/2022,8:48,Injured/Sick Person,CBE
102,2022-00053632,7/12/2022,0:00,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",7/21/2022,9:31,Fraud,Active/Pending
104,2022-00053651,7/21/2022,8:55,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",7/21/2022,10:59,Injured Officer,CBE
106,2022-00053663,7/21/2022,9:09,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",7/21/2022,12:39,Fraud,CBE
108,2022-00053665,7/15/2022,8:00,"Avrum Gudelsky Veterinary Center, Vet Med at 8075 Greenmead Dr",7/21/2022,13:20,Other Incident,CBE
110,2022-00053678,7/21/2022,15:20,"Oakland, Oakland Hall at 3912 Denton Service Ln",7/21/2022,15:25,Injured/Sick Person,CBE
112,2022-00053708,7/21/2022,17:33,"Tawes, Tawes Hall at 7751 Alumni Dr",7/21/2022,17:33,Assist Other Agency / Other,CBE
114,2022-00054027,7/22/2022,18:23,"22, Kent, Kent Hall at 7565 Calvert Service Ln",7/22/2022,18:23,Injured/Sick Person,CBE
116,2022-00054114,7/22/2022,23:52,Baltimore Ave,7/22/2022,23:52,DWI/DUI,Arrest
118,2022-00054252,6/1/2019,0:00,"College Park Fire Station, Company 12 at 8115 Baltimore Ave",7/23/2022,12:48,Other Incident,CBE
120,2022-00054266,7/23/2022,13:30,"Delta Gamma, Delta Gamma Sorority at 4518 Knox Rd",7/23/2022,14:09,Suspicious Person/Auto,CBE
122,2022-00054268,7/23/2022,4:25,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln",7/23/2022,14:26,Suspicious Activity,Active/Pending
124,2022-00054309,7/23/2022,17:04,Baltimore Ave,7/23/2022,17:04,CDS Violation,Arrest
126,2022-00054399,7/24/2022,1:26,Metzerott Rd,7/24/2022,1:26,DWI/DUI,Arrest
128,2022-00054402,7/24/2022,1:29,4200 block of Knox Rd,7/24/2022,1:29,Assist Other Agency / Check on the Welfare,CBE
